index original filtered
956 2.68344 2.5994
957 2.56718 2.5868
958 2.44181 2.5735
959 2.4664 2.55967
960 2.60975 2.54552
961 2.68998 2.53126
962 2.60529 2.51709
963 2.46314 2.50324
964 2.44388 2.48992
965 2.57195 2.47736
966 2.68486 2.46577
967 2.63935 2.45534
968 2.49317 2.44628
969 2.43178 2.43875
970 2.53308 2.43294
971 2.66853 2.42897
972 2.66629 2.42698
973 2.52919 2.42705
974 2.43118 2.42926
975 2.49662 2.43364
976 2.64247 2.44022
977 2.68369 2.44897
978 2.56797 2.45984
979 2.44214 2.47275
980 2.46585 2.48759
981 2.60901 2.5042
982 2.68999 2.52241
983 2.60604 2.54201
984 2.46368 2.56277
985 2.44352 2.58441
986 2.57115 2.60665
987 2.68463 2.62918
988 2.63998 2.65166
989 2.49385 2.67375
990 2.43165 2.69508
991 2.5323 2.71527
992 2.66809 2.73396
993 2.66674 2.75077
994 2.52996 2.7653
995 2.43129 2.77718
996 2.49592 2.78606
997 2.64185 2.79158
998 2.68393 2.7934
999 2.56877 2.79121
1000 2.44248 2.78472
1001 2.4653 2.77367
1002 2.60827 2.75783
1003 2.69 2.737
1004 2.60679 2.71103
1005 2.46421 2.67979
1006 2.44317 2.6432
1007 2.57036 2.60122
1008 2.6844 2.55386
1009 2.64061 2.50116
1010 2.49454 2.44322
1011 2.43153 2.38017
1012 2.53152 2.31219
1013 2.66765 2.23951
1014 2.6672 2.16237
1015 2.53074 2.08108
1016 2.43141 1.99598
1017 2.49523 1.90743
1018 2.64123 1.81583
1019 2.68417 1.7216
1020 2.56956 1.62519
1021 2.44282 1.52708
1022 2.46475 1.42773
1023 2.60753 1.32765
